都道府県,都道府県コード,市区町村,市区町村コード,緯度,経度,イベント番号,イベント,発生件数
福井県,18,越前市,209,35.919488,136.132177,4,急加速,5
福井県,18,越前市,209,35.89334199,136.206742,4,急加速,2
福井県,18,越前市,209,35.882364,136.178308,4,急加速,2
福井県,18,越前市,209,35.890016,136.192309,4,急加速,2
福井県,18,越前市,209,35.898742,136.192397,4,急加速,3
福井県,18,越前市,209,35.872087,136.158098,4,急加速,2
福井県,18,越前市,209,35.91715399,136.188561,4,急加速,2
福井県,18,越前市,209,35.91714799,136.188787,4,急加速,2
福井県,18,越前市,209,35.919584,136.132107,4,急加速,7
福井県,18,越前市,209,35.918875,136.132479,4,急加速,2
福井県,18,越前市,209,35.920129,136.146647,4,急加速,2
福井県,18,越前市,209,35.917358,136.191118,4,急加速,2
福井県,18,越前市,209,35.87374899,136.160943,4,急加速,3
福井県,18,越前市,209,35.889377,136.19191,4,急加速,2
福井県,18,越前市,209,35.919857,136.165078,4,急加速,2
福井県,18,越前市,209,35.919564,136.132115,4,急加速,3
福井県,18,越前市,209,35.920245,136.146694,4,急加速,2
福井県,18,越前市,209,35.91951499,136.132162,4,急加速,9
福井県,18,越前市,209,35.92018499,136.14663,4,急加速,4
福井県,18,越前市,209,35.920204,136.146662,4,急加速,3
福井県,18,越前市,209,35.920277,136.146806,4,急加速,2
福井県,18,越前市,209,35.89915,136.195152,4,急加速,2
福井県,18,越前市,209,35.920135,136.146653,4,急加速,4
福井県,18,越前市,209,35.919036,136.132403,4,急加速,2
福井県,18,越前市,209,35.920163,136.146643,4,急加速,2
福井県,18,越前市,209,35.919522,136.132169,4,急加速,7
福井県,18,越前市,209,35.920203,136.146638,4,急加速,4
福井県,18,越前市,209,35.908848,136.17643,1,急ブレーキ,3
福井県,18,越前市,209,35.908862,136.176394,1,急ブレーキ,4
福井県,18,越前市,209,35.903885,136.176871,1,急ブレーキ,2
福井県,18,越前市,209,35.918389,136.178848,1,急ブレーキ,2
福井県,18,越前市,209,35.90986199,136.173331,1,急ブレーキ,2
福井県,18,越前市,209,35.91674299,136.191266,1,急ブレーキ,2
福井県,18,越前市,209,35.917007,136.197019,1,急ブレーキ,3
福井県,18,越前市,209,35.919845,136.165311,1,急ブレーキ,2
福井県,18,越前市,209,35.921935,136.190714,1,急ブレーキ,3
福井県,18,越前市,209,35.872889,136.156917,1,急ブレーキ,2
福井県,18,越前市,209,35.91081599,136.184544,1,急ブレーキ,2
福井県,18,越前市,209,35.917142,136.188752,1,急ブレーキ,2
福井県,18,越前市,209,35.92465099,136.191237,1,急ブレーキ,2
福井県,18,越前市,209,35.924783,136.190441,1,急ブレーキ,2
福井県,18,越前市,209,35.909641,136.16878,1,急ブレーキ,2
福井県,18,越前市,209,35.88236599,136.178429,1,急ブレーキ,2
福井県,18,越前市,209,35.888774,136.191557,1,急ブレーキ,2
福井県,18,越前市,209,35.932789,136.207595,1,急ブレーキ,2
福井県,18,越前市,209,35.902656,136.192229,1,急ブレーキ,2
福井県,18,越前市,209,35.909384,136.159987,1,急ブレーキ,2
福井県,18,越前市,209,35.911204,136.18912,1,急ブレーキ,3
福井県,18,越前市,209,35.925801,136.165716,1,急ブレーキ,2
福井県,18,越前市,209,35.916455,136.191301,1,急ブレーキ,3
福井県,18,越前市,209,35.909683,136.173539,1,急ブレーキ,3
福井県,18,越前市,209,35.91697,136.190135,1,急ブレーキ,2
福井県,18,越前市,209,35.909036,136.176812,1,急ブレーキ,2
福井県,18,越前市,209,35.888421,136.170941,1,急ブレーキ,3
福井県,18,越前市,209,35.91259,136.191793,1,急ブレーキ,2
福井県,18,越前市,209,35.910814,136.184397,1,急ブレーキ,3
福井県,18,越前市,209,35.91317,136.183871,1,急ブレーキ,2
福井県,18,越前市,209,35.874194,136.161377,1,急ブレーキ,3
福井県,18,越前市,209,35.926834,136.190212,1,急ブレーキ,3
福井県,18,越前市,209,35.90714599,136.192225,1,急ブレーキ,2
福井県,18,越前市,209,35.908596,136.176659,1,急ブレーキ,2
福井県,18,越前市,209,35.896818,136.192402,1,急ブレーキ,2
福井県,18,越前市,209,35.912443,136.188669,1,急ブレーキ,2
福井県,18,越前市,209,35.912429,136.188764,1,急ブレーキ,2
福井県,18,越前市,209,35.912187,136.192669,1,急ブレーキ,3
福井県,18,越前市,209,35.920169,136.161942,1,急ブレーキ,3
福井県,18,越前市,209,35.916978,136.19704,1,急ブレーキ,4
福井県,18,越前市,209,35.923305,136.166137,1,急ブレーキ,2
福井県,18,越前市,209,35.920425,136.15098,1,急ブレーキ,2
福井県,18,越前市,209,35.916589,136.189076,1,急ブレーキ,2
福井県,18,越前市,209,35.901475,136.192255,1,急ブレーキ,2
福井県,18,越前市,209,35.91225699,136.197566,1,急ブレーキ,2
福井県,18,越前市,209,35.871226,136.167921,1,急ブレーキ,2
福井県,18,越前市,209,35.901658,136.192251,1,急ブレーキ,2
福井県,18,越前市,209,35.92575699,136.165713,1,急ブレーキ,4
福井県,18,越前市,209,35.909281,136.175366,1,急ブレーキ,3
福井県,18,越前市,209,35.91335,136.184116,1,急ブレーキ,2
福井県,18,越前市,209,35.917305,136.191274,1,急ブレーキ,2
福井県,18,越前市,209,35.916807,136.192615,1,急ブレーキ,2
福井県,18,越前市,209,35.905803,136.192156,1,急ブレーキ,3
福井県,18,越前市,209,35.902661,136.11553,1,急ブレーキ,3
福井県,18,越前市,209,35.90258699,136.192231,1,急ブレーキ,2
福井県,18,越前市,209,35.908118,136.198525,1,急ブレーキ,2
福井県,18,越前市,209,35.908622,136.176669,1,急ブレーキ,2
福井県,18,越前市,209,35.916699,136.191272,1,急ブレーキ,2
福井県,18,越前市,209,35.908354,136.192059,1,急ブレーキ,2
福井県,18,越前市,209,35.913586,136.179012,1,急ブレーキ,2
福井県,18,越前市,209,35.907567,136.182364,1,急ブレーキ,2
福井県,18,越前市,209,35.91979099,136.179447,1,急ブレーキ,2
福井県,18,越前市,209,35.901483,136.16887,1,急ブレーキ,2
福井県,18,越前市,209,35.910111,136.189349,1,急ブレーキ,3
福井県,18,越前市,209,35.924618,136.190091,1,急ブレーキ,2
福井県,18,越前市,209,35.909666,136.169848,1,急ブレーキ,3
福井県,18,越前市,209,35.908541,136.16999,1,急ブレーキ,2
福井県,18,越前市,209,35.910854,136.186792,1,急ブレーキ,2
福井県,18,越前市,209,35.908015,136.191875,1,急ブレーキ,2
福井県,18,越前市,209,35.917131,136.188838,1,急ブレーキ,2
福井県,18,越前市,209,35.907601,136.182428,1,急ブレーキ,2
福井県,18,越前市,209,35.92654799,136.189686,1,急ブレーキ,2
福井県,18,越前市,209,35.926743,136.190222,1,急ブレーキ,2
福井県,18,越前市,209,35.93278699,136.20748,1,急ブレーキ,2
福井県,18,越前市,209,35.901717,136.154569,1,急ブレーキ,2
福井県,18,越前市,209,35.909585,136.173539,1,急ブレーキ,2
福井県,18,越前市,209,35.91663299,136.183987,1,急ブレーキ,3
福井県,18,越前市,209,35.91364,136.184115,1,急ブレーキ,2
福井県,18,越前市,209,35.909214,136.192015,1,急ブレーキ,2
福井県,18,越前市,209,35.926108,136.190295,1,急ブレーキ,2
福井県,18,越前市,209,35.908163,136.19852,1,急ブレーキ,3
福井県,18,越前市,209,35.91683299,136.192615,1,急ブレーキ,3
福井県,18,越前市,209,35.911758,136.191801,1,急ブレーキ,2
福井県,18,越前市,209,35.902931,136.175572,1,急ブレーキ,2
福井県,18,越前市,209,35.910803,136.183942,1,急ブレーキ,2
福井県,18,越前市,209,35.887169,136.189049,1,急ブレーキ,2
福井県,18,越前市,209,35.90182,136.161185,1,急ブレーキ,2
福井県,18,越前市,209,35.924921,136.19052,1,急ブレーキ,4
福井県,18,越前市,209,35.882274,136.178425,1,急ブレーキ,3
福井県,18,越前市,209,35.889819,136.192285,1,急ブレーキ,2
福井県,18,越前市,209,35.908324,136.192183,1,急ブレーキ,2
福井県,18,越前市,209,35.888686,136.191353,1,急ブレーキ,2
福井県,18,越前市,209,35.901736,136.192207,1,急ブレーキ,4
福井県,18,越前市,209,35.889285,136.191773,1,急ブレーキ,2
福井県,18,越前市,209,35.905852,136.192078,1,急ブレーキ,2
福井県,18,越前市,209,35.926256,136.190184,1,急ブレーキ,3
福井県,18,越前市,209,35.871944,136.167635,1,急ブレーキ,2
福井県,18,越前市,209,35.902082,136.193879,1,急ブレーキ,2
福井県,18,越前市,209,35.936115,136.300392,1,急ブレーキ,2
福井県,18,越前市,209,35.907651,136.18245,1,急ブレーキ,2
福井県,18,越前市,209,35.90843499,136.20234,1,急ブレーキ,2
福井県,18,越前市,209,35.905851,136.192157,1,急ブレーキ,2
福井県,18,越前市,209,35.902474,136.192302,1,急ブレーキ,2
福井県,18,越前市,209,35.926236,136.190205,1,急ブレーキ,2
福井県,18,越前市,209,35.936082,136.300414,1,急ブレーキ,3
福井県,18,越前市,209,35.936121,136.300409,1,急ブレーキ,2
福井県,18,越前市,209,35.936075,136.300397,1,急ブレーキ,2
福井県,18,越前市,209,35.934665,136.300651,1,急ブレーキ,3
福井県,18,越前市,209,35.912383,136.189181,1,急ブレーキ,2
福井県,18,越前市,209,35.91792199,136.245444,1,急ブレーキ,2
福井県,18,越前市,209,35.906157,136.150496,1,急ブレーキ,2
福井県,18,越前市,209,35.90963699,136.168757,1,急ブレーキ,2
福井県,18,越前市,209,35.90819599,136.198174,1,急ブレーキ,2
福井県,18,越前市,209,35.93616699,136.298027,1,急ブレーキ,3
福井県,18,越前市,209,35.88732799,136.189672,1,急ブレーキ,2
福井県,18,越前市,209,35.911502,136.191757,1,急ブレーキ,3
福井県,18,越前市,209,35.911319,136.221502,1,急ブレーキ,2
福井県,18,越前市,209,35.924688,136.144116,1,急ブレーキ,2
福井県,18,越前市,209,35.87545699,136.158369,1,急ブレーキ,2
福井県,18,越前市,209,35.889234,136.191932,1,急ブレーキ,2
福井県,18,越前市,209,35.882328,136.178638,1,急ブレーキ,3
福井県,18,越前市,209,35.902105,136.195693,1,急ブレーキ,2
福井県,18,越前市,209,35.872372,136.158147,1,急ブレーキ,2
福井県,18,越前市,209,35.889293,136.191861,1,急ブレーキ,2
福井県,18,越前市,209,35.903015,136.22898,1,急ブレーキ,2
福井県,18,越前市,209,35.889049,136.191674,1,急ブレーキ,4
福井県,18,越前市,209,35.864848,136.18332,1,急ブレーキ,2
福井県,18,越前市,209,35.902124,136.195552,1,急ブレーキ,2
福井県,18,越前市,209,35.93535099,136.146543,1,急ブレーキ,2
福井県,18,越前市,209,35.889319,136.191813,1,急ブレーキ,2
福井県,18,越前市,209,35.899198,136.195627,1,急ブレーキ,2
福井県,18,越前市,209,35.8992,136.195592,1,急ブレーキ,2
福井県,18,越前市,209,35.93613,136.300373,1,急ブレーキ,2
福井県,18,越前市,209,35.936146,136.300383,1,急ブレーキ,4
福井県,18,越前市,209,35.933328,136.300461,1,急ブレーキ,3
福井県,18,越前市,209,35.864863,136.183294,1,急ブレーキ,2
福井県,18,越前市,209,35.911794,136.208324,1,急ブレーキ,2
福井県,18,越前市,209,35.907561,136.146738,1,急ブレーキ,2
福井県,18,越前市,209,35.917311,136.191218,16,前方衝突警告,3
福井県,18,越前市,209,35.9074,136.146756,16,前方衝突警告,2
福井県,18,越前市,209,35.91227099,136.191846,16,前方衝突警告,2
福井県,18,越前市,209,35.90171,136.154571,16,前方衝突警告,2
福井県,18,越前市,209,35.921132,136.158102,16,前方衝突警告,2
福井県,18,越前市,209,35.882457,136.17873,16,前方衝突警告,3
福井県,18,越前市,209,35.906365,136.192201,16,前方衝突警告,2
福井県,18,越前市,209,35.884942,136.157858,16,前方衝突警告,2
福井県,18,越前市,209,35.901051,136.154611,16,前方衝突警告,2
福井県,18,越前市,209,35.912137,136.191093,16,前方衝突警告,2
福井県,18,越前市,209,35.911527,136.233017,16,前方衝突警告,2
福井県,18,越前市,209,35.866733,136.151524,16,前方衝突警告,2
福井県,18,越前市,209,35.94189,136.244072,16,前方衝突警告,4
福井県,18,越前市,209,35.918989,136.173781,16,前方衝突警告,2
福井県,18,越前市,209,35.88861399,136.156077,16,前方衝突警告,2
福井県,18,越前市,209,35.92057299,136.158317,16,前方衝突警告,3
福井県,18,越前市,209,35.901966,136.154585,16,前方衝突警告,3
福井県,18,越前市,209,35.906319,136.154231,16,前方衝突警告,2
福井県,18,越前市,209,35.916872,136.245521,16,前方衝突警告,2
福井県,18,越前市,209,35.917597,136.191222,16,前方衝突警告,2
福井県,18,越前市,209,35.906931,136.154252,16,前方衝突警告,2
福井県,18,越前市,209,35.902928,136.176014,16,前方衝突警告,2
福井県,18,越前市,209,35.882432,136.178618,16,前方衝突警告,2
福井県,18,越前市,209,35.852731,136.130352,16,前方衝突警告,3
福井県,18,越前市,209,35.918984,136.173475,16,前方衝突警告,2
福井県,18,越前市,209,35.92692499,136.190218,16,前方衝突警告,2
福井県,18,越前市,209,35.89768,136.192433,16,前方衝突警告,2
福井県,18,越前市,209,35.911319,136.2216,16,前方衝突警告,2
福井県,18,越前市,209,35.918062,136.191196,16,前方衝突警告,2
福井県,18,越前市,209,35.901885,136.15456,16,前方衝突警告,4
福井県,18,越前市,209,35.889528,136.212446,16,前方衝突警告,3
福井県,18,越前市,209,35.889538,136.19273,16,前方衝突警告,6
福井県,18,越前市,209,35.897183,136.155021,16,前方衝突警告,3
福井県,18,越前市,209,35.866603,136.151426,16,前方衝突警告,2
福井県,18,越前市,209,35.872835,136.157231,16,前方衝突警告,2
福井県,18,越前市,209,35.919316,136.165255,16,前方衝突警告,3
福井県,18,越前市,209,35.920857,136.190775,16,前方衝突警告,2
福井県,18,越前市,209,35.910638,136.154689,16,前方衝突警告,2
福井県,18,越前市,209,35.888585,136.156169,16,前方衝突警告,2
福井県,18,越前市,209,35.909552,136.162003,16,前方衝突警告,2
福井県,18,越前市,209,35.916462,136.191224,16,前方衝突警告,2
福井県,18,越前市,209,35.917025,136.190385,16,前方衝突警告,2
福井県,18,越前市,209,35.90204399,136.146873,16,前方衝突警告,2
福井県,18,越前市,209,35.872356,136.15604,16,前方衝突警告,3
福井県,18,越前市,209,35.91609299,136.191262,16,前方衝突警告,2
福井県,18,越前市,209,35.889493,136.212458,16,前方衝突警告,2
福井県,18,越前市,209,35.91969,136.16608,16,前方衝突警告,2
福井県,18,越前市,209,35.88953,136.192575,16,前方衝突警告,3
福井県,18,越前市,209,35.919258,136.165188,16,前方衝突警告,4
福井県,18,越前市,209,35.901167,136.154565,16,前方衝突警告,2
福井県,18,越前市,209,35.918567,136.19112,16,前方衝突警告,2
福井県,18,越前市,209,35.889501,136.192879,16,前方衝突警告,3
福井県,18,越前市,209,35.88952599,136.192901,16,前方衝突警告,2
福井県,18,越前市,209,35.9211,136.190731,16,前方衝突警告,2
福井県,18,越前市,209,35.907459,136.192056,16,前方衝突警告,2
福井県,18,越前市,209,35.91726899,136.188546,16,前方衝突警告,2
福井県,18,越前市,209,35.901577,136.155339,16,前方衝突警告,2
福井県,18,越前市,209,35.926979,136.161159,16,前方衝突警告,2
福井県,18,越前市,209,35.925458,136.160389,16,前方衝突警告,2
福井県,18,越前市,209,35.86457999,136.149573,16,前方衝突警告,2
福井県,18,越前市,209,35.864724,136.149716,16,前方衝突警告,3
福井県,18,越前市,209,35.887095,136.188838,16,前方衝突警告,2
福井県,18,越前市,209,35.917525,136.191197,16,前方衝突警告,2
福井県,18,越前市,209,35.901591,136.192223,16,前方衝突警告,2
福井県,18,越前市,209,35.91893,136.173947,16,前方衝突警告,2
福井県,18,越前市,209,35.918174,136.179899,16,前方衝突警告,2
福井県,18,越前市,209,35.922172,136.19077,16,前方衝突警告,2
福井県,18,越前市,209,35.917023,136.190419,16,前方衝突警告,3
福井県,18,越前市,209,35.917688,136.19122,16,前方衝突警告,2
福井県,18,越前市,209,35.921061,136.190712,16,前方衝突警告,3
福井県,18,越前市,209,35.89701,136.155021,16,前方衝突警告,5
福井県,18,越前市,209,35.916972,136.19048,16,前方衝突警告,3
福井県,18,越前市,209,35.866433,136.151264,16,前方衝突警告,2
福井県,18,越前市,209,35.87224899,136.155981,16,前方衝突警告,2
福井県,18,越前市,209,35.889493,136.192853,16,前方衝突警告,2
福井県,18,越前市,209,35.888481,136.19117,16,前方衝突警告,2
福井県,18,越前市,209,35.918403,136.191196,16,前方衝突警告,2
福井県,18,越前市,209,35.872106,136.155936,16,前方衝突警告,3
福井県,18,越前市,209,35.902804,136.192278,16,前方衝突警告,2
福井県,18,越前市,209,35.889512,136.192683,16,前方衝突警告,2
福井県,18,越前市,209,35.876422,136.158822,16,前方衝突警告,2
福井県,18,越前市,209,35.89671,136.192336,16,前方衝突警告,2
福井県,18,越前市,209,35.902166,136.19836,16,前方衝突警告,2
福井県,18,越前市,209,35.914284,136.162227,16,前方衝突警告,2
福井県,18,越前市,209,35.901229,136.198901,2,急ハンドル,9
福井県,18,越前市,209,35.949318,136.210869,2,急ハンドル,20
福井県,18,越前市,209,35.949291,136.210878,2,急ハンドル,24
福井県,18,越前市,209,35.953263,136.20969,2,急ハンドル,23
福井県,18,越前市,209,35.951833,136.201136,2,急ハンドル,24
福井県,18,越前市,209,35.953272,136.209752,2,急ハンドル,10
福井県,18,越前市,209,35.953301,136.209633,2,急ハンドル,7
福井県,18,越前市,209,35.952221,136.209735,2,急ハンドル,11
福井県,18,越前市,209,35.926471,136.190155,2,急ハンドル,11
福井県,18,越前市,209,35.934497,136.268082,2,急ハンドル,9
福井県,18,越前市,209,35.934823,136.266947,2,急ハンドル,18
福井県,18,越前市,209,35.930907,136.2525,2,急ハンドル,35
福井県,18,越前市,209,35.970035,136.21054,2,急ハンドル,10
福井県,18,越前市,209,35.890938,136.20619,2,急ハンドル,15
福井県,18,越前市,209,35.872947,136.156765,2,急ハンドル,28
福井県,18,越前市,209,35.872782,136.156606,2,急ハンドル,14
福井県,18,越前市,209,35.872732,136.156487,2,急ハンドル,50
福井県,18,越前市,209,35.950906,136.202487,2,急ハンドル,9
福井県,18,越前市,209,35.889538,136.192057,2,急ハンドル,13
福井県,18,越前市,209,35.872781,136.156555,2,急ハンドル,8
福井県,18,越前市,209,35.853045,136.131394,2,急ハンドル,27
福井県,18,越前市,209,35.872869,136.156537,2,急ハンドル,27
福井県,18,越前市,209,35.89725399,136.211574,2,急ハンドル,8
福井県,18,越前市,209,35.900691,136.171153,2,急ハンドル,22
福井県,18,越前市,209,35.852958,136.131122,2,急ハンドル,14
福井県,18,越前市,209,35.95091699,136.202522,2,急ハンドル,7
福井県,18,越前市,209,35.950255,136.202543,2,急ハンドル,7
福井県,18,越前市,209,35.909538,136.168943,2,急ハンドル,12
福井県,18,越前市,209,35.885733,136.16232,2,急ハンドル,9
福井県,18,越前市,209,35.901338,136.170924,2,急ハンドル,70
福井県,18,越前市,209,35.88599399,136.16489,2,急ハンドル,34
福井県,18,越前市,209,35.90770599,136.170671,2,急ハンドル,12
福井県,18,越前市,209,35.885685,136.162201,2,急ハンドル,26
福井県,18,越前市,209,35.885926,136.164938,2,急ハンドル,8
福井県,18,越前市,209,35.871636,136.167728,2,急ハンドル,40
福井県,18,越前市,209,35.907789,136.171527,2,急ハンドル,14
福井県,18,越前市,209,35.900548,136.170755,2,急ハンドル,8
福井県,18,越前市,209,35.873346,136.161679,2,急ハンドル,9
福井県,18,越前市,209,35.902081,136.192332,2,急ハンドル,9
福井県,18,越前市,209,35.886073,136.164842,2,急ハンドル,17
福井県,18,越前市,209,35.90773699,136.170707,2,急ハンドル,10
福井県,18,越前市,209,35.917057,136.189054,2,急ハンドル,30
福井県,18,越前市,209,35.919843,136.16494,2,急ハンドル,7
福井県,18,越前市,209,35.908012,136.171247,2,急ハンドル,35
福井県,18,越前市,209,35.886155,136.163925,2,急ハンドル,9
福井県,18,越前市,209,35.884124,136.167221,2,急ハンドル,14
福井県,18,越前市,209,35.886089,136.164703,2,急ハンドル,7
福井県,18,越前市,209,35.899822,136.203275,2,急ハンドル,19
福井県,18,越前市,209,35.907961,136.146787,2,急ハンドル,12
福井県,18,越前市,209,35.900761,136.170661,2,急ハンドル,70
福井県,18,越前市,209,35.871733,136.167688,2,急ハンドル,8
福井県,18,越前市,209,35.88570399,136.162293,2,急ハンドル,14
福井県,18,越前市,209,35.91712299,136.188983,2,急ハンドル,9
福井県,18,越前市,209,35.885077,136.166972,2,急ハンドル,17
福井県,18,越前市,209,35.91663299,136.189018,2,急ハンドル,13
福井県,18,越前市,209,35.916772,136.191162,2,急ハンドル,54
福井県,18,越前市,209,35.907831,136.171517,2,急ハンドル,51
福井県,18,越前市,209,35.885618,136.162065,2,急ハンドル,12
福井県,18,越前市,209,35.902287,136.198695,2,急ハンドル,9
福井県,18,越前市,209,35.885665,136.162158,2,急ハンドル,66
福井県,18,越前市,209,35.871701,136.167713,2,急ハンドル,9
福井県,18,越前市,209,35.898144,136.17532,2,急ハンドル,7
福井県,18,越前市,209,35.886102,136.164758,2,急ハンドル,7
福井県,18,越前市,209,35.900577,136.170654,2,急ハンドル,10
福井県,18,越前市,209,35.92057299,136.157886,2,急ハンドル,10
