項番,町名,Geo3x3,発生日時、発生場所、事案
1,横市　,E913849891977985,2021/9/6 17:10,武生楽市北側駐車場,声掛け事案 不審者特徴・男性30歳代・短髪でメガネ使用・Tシャツ膝丈ズボンともに黒色,
