都道府県,都道府県コード,市区町村,市区町村コード,緯度,経度,イベント番号,イベント,発生件数
福井県,18,越前市,209,35.907841,136.182534,4,急加速,1
福井県,18,越前市,209,35.908015,136.191418,4,急加速,1
福井県,18,越前市,209,35.929452,136.144731,4,急加速,1
福井県,18,越前市,209,35.918619,136.176918,4,急加速,1
福井県,18,越前市,209,35.896791,136.172888,4,急加速,1
福井県,18,越前市,209,35.908848,136.17643,1,急ブレーキ,3
福井県,18,越前市,209,35.907842,136.182438,1,急ブレーキ,1
福井県,18,越前市,209,35.911267,136.210645,1,急ブレーキ,1
福井県,18,越前市,209,35.912739,136.192655,1,急ブレーキ,1
福井県,18,越前市,209,35.908862,136.176394,1,急ブレーキ,4
福井県,18,越前市,209,35.909607,136.167353,1,急ブレーキ,1
福井県,18,越前市,209,35.912421,136.188813,1,急ブレーキ,1
福井県,18,越前市,209,35.909593,136.161962,1,急ブレーキ,1
福井県,18,越前市,209,35.903885,136.176871,1,急ブレーキ,2
福井県,18,越前市,209,35.908074,136.189693,1,急ブレーキ,1
福井県,18,越前市,209,35.91089199,136.177488,1,急ブレーキ,1
福井県,18,越前市,209,35.905945,136.179549,1,急ブレーキ,1
福井県,18,越前市,209,35.918389,136.178848,1,急ブレーキ,2
福井県,18,越前市,209,35.906037,136.192446,1,急ブレーキ,1
福井県,18,越前市,209,35.90986199,136.173331,1,急ブレーキ,2
福井県,18,越前市,209,35.883586,136.192202,1,急ブレーキ,1
福井県,18,越前市,209,35.89759999,136.156782,1,急ブレーキ,1
福井県,18,越前市,209,35.916928,136.194774,1,急ブレーキ,1
福井県,18,越前市,209,35.903275,136.165596,1,急ブレーキ,1
福井県,18,越前市,209,35.911797,136.178088,1,急ブレーキ,1
福井県,18,越前市,209,35.91674299,136.191266,1,急ブレーキ,2
福井県,18,越前市,209,35.917007,136.197019,1,急ブレーキ,3
福井県,18,越前市,209,35.88469099,136.183643,1,急ブレーキ,1
福井県,18,越前市,209,35.923568,136.190559,1,急ブレーキ,1
福井県,18,越前市,209,35.909686,136.154438,1,急ブレーキ,1
福井県,18,越前市,209,35.921372,136.19071,1,急ブレーキ,1
福井県,18,越前市,209,35.902459,136.168515,1,急ブレーキ,1
福井県,18,越前市,209,35.919845,136.165311,1,急ブレーキ,2
福井県,18,越前市,209,35.917136,136.188804,1,急ブレーキ,1
福井県,18,越前市,209,35.902591,136.115564,1,急ブレーキ,1
福井県,18,越前市,209,35.921935,136.190714,1,急ブレーキ,3
福井県,18,越前市,209,35.872889,136.156917,1,急ブレーキ,2
福井県,18,越前市,209,35.907811,136.18306,1,急ブレーキ,1
福井県,18,越前市,209,35.91081599,136.184544,1,急ブレーキ,2
福井県,18,越前市,209,35.917142,136.188752,1,急ブレーキ,2
福井県,18,越前市,209,35.916737,136.1926,1,急ブレーキ,1
福井県,18,越前市,209,35.92465099,136.191237,1,急ブレーキ,2
福井県,18,越前市,209,35.89172,136.155682,1,急ブレーキ,1
福井県,18,越前市,209,35.906992,136.198736,1,急ブレーキ,1
福井県,18,越前市,209,35.910804,136.187893,1,急ブレーキ,1
福井県,18,越前市,209,35.924783,136.190441,1,急ブレーキ,2
福井県,18,越前市,209,35.908811,136.176524,1,急ブレーキ,1
福井県,18,越前市,209,35.872894,136.157031,1,急ブレーキ,1
福井県,18,越前市,209,35.926799,136.19128,1,急ブレーキ,1
福井県,18,越前市,209,35.901582,136.166764,1,急ブレーキ,1
福井県,18,越前市,209,35.909641,136.16878,1,急ブレーキ,2
福井県,18,越前市,209,35.88236599,136.178429,1,急ブレーキ,2
福井県,18,越前市,209,35.912137,136.195103,1,急ブレーキ,1
福井県,18,越前市,209,35.888774,136.191557,1,急ブレーキ,2
福井県,18,越前市,209,35.902869,136.175884,1,急ブレーキ,1
福井県,18,越前市,209,35.907587,136.182401,1,急ブレーキ,1
福井県,18,越前市,209,35.91082,136.184803,1,急ブレーキ,1
福井県,18,越前市,209,35.909097,136.175738,1,急ブレーキ,1
福井県,18,越前市,209,35.905911,136.192153,1,急ブレーキ,1
福井県,18,越前市,209,35.909767,136.180698,1,急ブレーキ,1
福井県,18,越前市,209,35.916886,136.192187,1,急ブレーキ,1
福井県,18,越前市,209,35.922844,136.192002,1,急ブレーキ,1
福井県,18,越前市,209,35.901578,136.15755,1,急ブレーキ,1
福井県,18,越前市,209,35.889358,136.195668,1,急ブレーキ,1
福井県,18,越前市,209,35.918669,136.176462,1,急ブレーキ,1
福井県,18,越前市,209,35.917039,136.203955,1,急ブレーキ,1
福井県,18,越前市,209,35.932653,136.203889,1,急ブレーキ,1
福井県,18,越前市,209,35.932789,136.207595,1,急ブレーキ,2
福井県,18,越前市,209,35.913921,136.194971,1,急ブレーキ,1
福井県,18,越前市,209,35.908943,136.186582,1,急ブレーキ,1
福井県,18,越前市,209,35.92560499,136.160467,1,急ブレーキ,1
福井県,18,越前市,209,35.873887,136.161013,1,急ブレーキ,1
福井県,18,越前市,209,35.902656,136.192229,1,急ブレーキ,2
福井県,18,越前市,209,35.91298299,136.191665,1,急ブレーキ,1
福井県,18,越前市,209,35.911878,136.17814,1,急ブレーキ,1
福井県,18,越前市,209,35.916697,136.189172,1,急ブレーキ,1
福井県,18,越前市,209,35.925483,136.181657,1,急ブレーキ,1
福井県,18,越前市,209,35.909794,136.192088,1,急ブレーキ,1
福井県,18,越前市,209,35.909384,136.159987,1,急ブレーキ,2
福井県,18,越前市,209,35.901688,136.157922,1,急ブレーキ,1
福井県,18,越前市,209,35.911749,136.179122,1,急ブレーキ,1
福井県,18,越前市,209,35.91389499,136.192735,1,急ブレーキ,1
福井県,18,越前市,209,35.908098,136.184219,1,急ブレーキ,1
福井県,18,越前市,209,35.907536,136.176456,1,急ブレーキ,1
福井県,18,越前市,209,35.87177599,136.160384,1,急ブレーキ,1
福井県,18,越前市,209,35.900998,136.144858,1,急ブレーキ,1
福井県,18,越前市,209,35.903259,136.116205,1,急ブレーキ,1
福井県,18,越前市,209,35.886722,136.184228,1,急ブレーキ,1
福井県,18,越前市,209,35.924456,136.180443,1,急ブレーキ,1
福井県,18,越前市,209,35.911204,136.18912,1,急ブレーキ,3
福井県,18,越前市,209,35.907814,136.183287,1,急ブレーキ,1
福井県,18,越前市,209,35.904198,136.177248,1,急ブレーキ,1
福井県,18,越前市,209,35.919753,136.165794,1,急ブレーキ,1
福井県,18,越前市,209,35.925801,136.165716,1,急ブレーキ,2
福井県,18,越前市,209,35.908384,136.180677,1,急ブレーキ,1
福井県,18,越前市,209,35.909433,136.173539,1,急ブレーキ,1
福井県,18,越前市,209,35.908015,136.190672,1,急ブレーキ,1
福井県,18,越前市,209,35.916455,136.191301,1,急ブレーキ,3
福井県,18,越前市,209,35.888398,136.171071,1,急ブレーキ,1
福井県,18,越前市,209,35.909683,136.173539,1,急ブレーキ,3
福井県,18,越前市,209,35.889823,136.192172,1,急ブレーキ,1
福井県,18,越前市,209,35.915341,136.221071,1,急ブレーキ,1
福井県,18,越前市,209,35.91692599,136.190492,1,急ブレーキ,1
福井県,18,越前市,209,35.92695899,136.201412,1,急ブレーキ,1
福井県,18,越前市,209,35.918182,136.201406,1,急ブレーキ,1
福井県,18,越前市,209,35.91228799,136.201779,1,急ブレーキ,1
福井県,18,越前市,209,35.88195799,136.177544,1,急ブレーキ,1
福井県,18,越前市,209,35.917426,136.186563,1,急ブレーキ,1
福井県,18,越前市,209,35.906042,136.19278,1,急ブレーキ,1
福井県,18,越前市,209,35.902946,136.175956,1,急ブレーキ,1
福井県,18,越前市,209,35.91697,136.190135,1,急ブレーキ,2
福井県,18,越前市,209,35.909036,136.176812,1,急ブレーキ,2
福井県,18,越前市,209,35.920637,136.157604,1,急ブレーキ,1
福井県,18,越前市,209,35.888421,136.170941,1,急ブレーキ,3
福井県,18,越前市,209,35.91259,136.191793,1,急ブレーキ,2
福井県,18,越前市,209,35.912275,136.195097,1,急ブレーキ,1
福井県,18,越前市,209,35.906611,136.164755,1,急ブレーキ,1
福井県,18,越前市,209,35.926678,136.191283,1,急ブレーキ,1
福井県,18,越前市,209,35.918368,136.179063,1,急ブレーキ,1
福井県,18,越前市,209,35.910718,136.187898,1,急ブレーキ,1
福井県,18,越前市,209,35.89645,136.174669,1,急ブレーキ,1
福井県,18,越前市,209,35.909298,136.159582,1,急ブレーキ,1
福井県,18,越前市,209,35.90523799,136.192169,1,急ブレーキ,1
福井県,18,越前市,209,35.912519,136.191826,1,急ブレーキ,1
福井県,18,越前市,209,35.91857,136.156737,1,急ブレーキ,1
福井県,18,越前市,209,35.910814,136.184397,1,急ブレーキ,3
福井県,18,越前市,209,35.907811,136.183191,1,急ブレーキ,1
福井県,18,越前市,209,35.887067,136.18891,1,急ブレーキ,1
福井県,18,越前市,209,35.925919,136.190318,1,急ブレーキ,1
福井県,18,越前市,209,35.911934,136.178177,1,急ブレーキ,1
福井県,18,越前市,209,35.91102999,136.188808,1,急ブレーキ,1
福井県,18,越前市,209,35.91317,136.183871,1,急ブレーキ,2
福井県,18,越前市,209,35.919022,136.241359,1,急ブレーキ,1
福井県,18,越前市,209,35.91134,136.220904,1,急ブレーキ,1
福井県,18,越前市,209,35.909661,136.174261,1,急ブレーキ,1
福井県,18,越前市,209,35.905614,136.179083,1,急ブレーキ,1
福井県,18,越前市,209,35.925071,136.190412,1,急ブレーキ,1
福井県,18,越前市,209,35.910175,136.1737,1,急ブレーキ,1
福井県,18,越前市,209,35.874194,136.161377,1,急ブレーキ,3
福井県,18,越前市,209,35.926834,136.190212,1,急ブレーキ,3
福井県,18,越前市,209,35.911099,136.189883,1,急ブレーキ,1
福井県,18,越前市,209,35.912371,136.189161,1,急ブレーキ,1
福井県,18,越前市,209,35.90137099,136.170946,1,急ブレーキ,1
福井県,18,越前市,209,35.87941399,136.172841,1,急ブレーキ,1
福井県,18,越前市,209,35.917467,136.191263,1,急ブレーキ,1
福井県,18,越前市,209,35.897698,136.158847,1,急ブレーキ,1
福井県,18,越前市,209,35.91766899,136.184704,1,急ブレーキ,1
福井県,18,越前市,209,35.909919,136.172079,1,急ブレーキ,1
福井県,18,越前市,209,35.910044,136.184199,1,急ブレーキ,1
福井県,18,越前市,209,35.92448,136.180063,1,急ブレーキ,1
福井県,18,越前市,209,35.90815,136.199693,1,急ブレーキ,1
福井県,18,越前市,209,35.908357,136.202604,1,急ブレーキ,1
福井県,18,越前市,209,35.908228,136.199855,1,急ブレーキ,1
福井県,18,越前市,209,35.876817,136.166425,1,急ブレーキ,1
福井県,18,越前市,209,35.908015,136.190525,1,急ブレーキ,1
福井県,18,越前市,209,35.90714599,136.192225,1,急ブレーキ,2
福井県,18,越前市,209,35.913221,136.183522,1,急ブレーキ,1
福井県,18,越前市,209,35.90182699,136.161127,1,急ブレーキ,1
福井県,18,越前市,209,35.908596,136.176659,1,急ブレーキ,2
福井県,18,越前市,209,35.901823,136.172696,1,急ブレーキ,1
福井県,18,越前市,209,35.892649,136.166237,1,急ブレーキ,1
福井県,18,越前市,209,35.892819,136.155492,1,急ブレーキ,1
福井県,18,越前市,209,35.90197899,136.173324,1,急ブレーキ,1
福井県,18,越前市,209,35.910043,136.189364,1,急ブレーキ,1
福井県,18,越前市,209,35.902589,136.175438,1,急ブレーキ,1
福井県,18,越前市,209,35.926551,136.18984,1,急ブレーキ,1
福井県,18,越前市,209,35.904242,136.177303,1,急ブレーキ,1
福井県,18,越前市,209,35.897941,136.160362,1,急ブレーキ,1
福井県,18,越前市,209,35.88526199,136.184915,1,急ブレーキ,1
福井県,18,越前市,209,35.91129,136.218553,1,急ブレーキ,1
福井県,18,越前市,209,35.911549,136.191823,1,急ブレーキ,1
福井県,18,越前市,209,35.896818,136.192402,1,急ブレーキ,2
福井県,18,越前市,209,35.912443,136.188669,1,急ブレーキ,2
福井県,18,越前市,209,35.912429,136.188764,1,急ブレーキ,2
福井県,18,越前市,209,35.913108,136.184171,1,急ブレーキ,1
福井県,18,越前市,209,35.912187,136.192669,1,急ブレーキ,3
福井県,18,越前市,209,35.90909,136.182111,1,急ブレーキ,1
福井県,18,越前市,209,35.913684,136.179053,1,急ブレーキ,1
福井県,18,越前市,209,35.90784699,136.184001,1,急ブレーキ,1
福井県,18,越前市,209,35.920169,136.161942,1,急ブレーキ,3
福井県,18,越前市,209,35.918899,136.174171,1,急ブレーキ,1
福井県,18,越前市,209,35.912263,136.188934,1,急ブレーキ,1
福井県,18,越前市,209,35.921681,136.190747,1,急ブレーキ,1
福井県,18,越前市,209,35.920985,136.190759,1,急ブレーキ,1
福井県,18,越前市,209,35.90982,136.192058,1,急ブレーキ,1
福井県,18,越前市,209,35.860069,136.140999,1,急ブレーキ,1
福井県,18,越前市,209,35.916978,136.19704,1,急ブレーキ,4
福井県,18,越前市,209,35.90157,136.171955,1,急ブレーキ,1
福井県,18,越前市,209,35.923305,136.166137,1,急ブレーキ,2
福井県,18,越前市,209,35.920425,136.15098,1,急ブレーキ,2
福井県,18,越前市,209,35.901385,136.148923,1,急ブレーキ,1
福井県,18,越前市,209,35.890773,136.144031,1,急ブレーキ,1
福井県,18,越前市,209,35.92014799,136.162128,1,急ブレーキ,1
福井県,18,越前市,209,35.908634,136.192042,1,急ブレーキ,1
福井県,18,越前市,209,35.91789,136.18835,1,急ブレーキ,1
福井県,18,越前市,209,35.909619,136.168566,1,急ブレーキ,1
福井県,18,越前市,209,35.91838099,136.178934,1,急ブレーキ,1
福井県,18,越前市,209,35.929389,136.185175,1,急ブレーキ,1
福井県,18,越前市,209,35.916589,136.189076,1,急ブレーキ,2
福井県,18,越前市,209,35.901475,136.192255,1,急ブレーキ,2
福井県,18,越前市,209,35.902898,136.175911,1,急ブレーキ,1
福井県,18,越前市,209,35.901413,136.170742,1,急ブレーキ,1
福井県,18,越前市,209,35.92678,136.187649,1,急ブレーキ,1
福井県,18,越前市,209,35.91225699,136.197566,1,急ブレーキ,2
福井県,18,越前市,209,35.909734,136.161968,1,急ブレーキ,1
福井県,18,越前市,209,35.901842,136.161227,1,急ブレーキ,1
福井県,18,越前市,209,35.871226,136.167921,1,急ブレーキ,2
福井県,18,越前市,209,35.873165,136.167099,1,急ブレーキ,1
福井県,18,越前市,209,35.901658,136.192251,1,急ブレーキ,2
福井県,18,越前市,209,35.92575699,136.165713,1,急ブレーキ,4
福井県,18,越前市,209,35.93301,136.146036,1,急ブレーキ,1
福井県,18,越前市,209,35.88177499,136.082293,1,急ブレーキ,1
福井県,18,越前市,209,35.895718,136.144881,1,急ブレーキ,1
福井県,18,越前市,209,35.909341,136.146714,1,急ブレーキ,1
福井県,18,越前市,209,35.90945,136.152885,1,急ブレーキ,1
福井県,18,越前市,209,35.909281,136.175366,1,急ブレーキ,3
福井県,18,越前市,209,35.897562,136.15628,1,急ブレーキ,1
福井県,18,越前市,209,35.900557,136.221425,1,急ブレーキ,1
福井県,18,越前市,209,35.924304,136.190487,1,急ブレーキ,1
福井県,18,越前市,209,35.90114299,136.145788,1,急ブレーキ,1
福井県,18,越前市,209,35.92456399,136.187079,1,急ブレーキ,1
福井県,18,越前市,209,35.92211,136.190697,1,急ブレーキ,1
福井県,18,越前市,209,35.912426,136.191727,1,急ブレーキ,1
福井県,18,越前市,209,35.90178,136.160485,1,急ブレーキ,1
福井県,18,越前市,209,35.91335,136.184116,1,急ブレーキ,2
福井県,18,越前市,209,35.915138,136.191452,1,急ブレーキ,1
福井県,18,越前市,209,35.88230999,136.17831,1,急ブレーキ,1
福井県,18,越前市,209,35.917305,136.191274,1,急ブレーキ,2
福井県,18,越前市,209,35.91880599,136.175106,1,急ブレーキ,1
福井県,18,越前市,209,35.901518,136.146812,1,急ブレーキ,1
福井県,18,越前市,209,35.919827,136.165177,1,急ブレーキ,1
福井県,18,越前市,209,35.90393499,136.168333,1,急ブレーキ,1
福井県,18,越前市,209,35.866562,136.169926,1,急ブレーキ,1
福井県,18,越前市,209,35.88744,136.19182,1,急ブレーキ,1
福井県,18,越前市,209,35.908028,136.192569,1,急ブレーキ,1
福井県,18,越前市,209,35.916807,136.192615,1,急ブレーキ,2
福井県,18,越前市,209,35.917221,136.191051,1,急ブレーキ,1
福井県,18,越前市,209,35.86464,136.145565,1,急ブレーキ,1
福井県,18,越前市,209,35.888674,136.191437,1,急ブレーキ,1
福井県,18,越前市,209,35.909864,136.173282,1,急ブレーキ,1
福井県,18,越前市,209,35.905803,136.192156,1,急ブレーキ,3
福井県,18,越前市,209,35.909269,136.161623,1,急ブレーキ,1
福井県,18,越前市,209,35.902661,136.11553,1,急ブレーキ,3
福井県,18,越前市,209,35.912309,136.195096,1,急ブレーキ,1
福井県,18,越前市,209,35.896608,136.192409,1,急ブレーキ,1
福井県,18,越前市,209,35.902496,136.175731,1,急ブレーキ,1
福井県,18,越前市,209,35.912329,136.188934,1,急ブレーキ,1
福井県,18,越前市,209,35.887014,136.188796,1,急ブレーキ,1
福井県,18,越前市,209,35.897516,136.170328,1,急ブレーキ,1
福井県,18,越前市,209,35.907002,136.181361,1,急ブレーキ,1
福井県,18,越前市,209,35.889288,136.191907,1,急ブレーキ,1
福井県,18,越前市,209,35.90813,136.197669,1,急ブレーキ,1
福井県,18,越前市,209,35.919708,136.166212,1,急ブレーキ,1
福井県,18,越前市,209,35.90258699,136.192231,1,急ブレーキ,2
福井県,18,越前市,209,35.921542,136.182435,1,急ブレーキ,1
福井県,18,越前市,209,35.90167799,136.165666,1,急ブレーキ,1
福井県,18,越前市,209,35.901029,136.145059,1,急ブレーキ,1
福井県,18,越前市,209,35.920639,136.15738,1,急ブレーキ,1
福井県,18,越前市,209,35.911152,136.189611,1,急ブレーキ,1
福井県,18,越前市,209,35.909312,136.175305,1,急ブレーキ,1
福井県,18,越前市,209,35.91093399,136.191889,1,急ブレーキ,1
福井県,18,越前市,209,35.913241,136.184117,1,急ブレーキ,1
福井県,18,越前市,209,35.92677,136.248599,1,急ブレーキ,1
福井県,18,越前市,209,35.908118,136.198525,1,急ブレーキ,2
福井県,18,越前市,209,35.907652,136.182524,1,急ブレーキ,1
福井県,18,越前市,209,35.908627,136.177011,1,急ブレーキ,1
福井県,18,越前市,209,35.918383,136.160302,1,急ブレーキ,1
福井県,18,越前市,209,35.92127,136.190686,1,急ブレーキ,1
福井県,18,越前市,209,35.913953,136.178915,1,急ブレーキ,1
福井県,18,越前市,209,35.908622,136.176669,1,急ブレーキ,2
福井県,18,越前市,209,35.879198,136.172783,1,急ブレーキ,1
福井県,18,越前市,209,35.916699,136.191272,1,急ブレーキ,2
福井県,18,越前市,209,35.903326,136.175514,1,急ブレーキ,1
福井県,18,越前市,209,35.889377,136.191959,1,急ブレーキ,1
福井県,18,越前市,209,35.909793,136.173897,1,急ブレーキ,1
福井県,18,越前市,209,35.90751499,136.192099,1,急ブレーキ,1
福井県,18,越前市,209,35.910901,136.186885,1,急ブレーキ,1
福井県,18,越前市,209,35.911293,136.218683,1,急ブレーキ,1
福井県,18,越前市,209,35.908354,136.192059,1,急ブレーキ,2
福井県,18,越前市,209,35.905731,136.17642,1,急ブレーキ,1
福井県,18,越前市,209,35.92187,136.190721,1,急ブレーキ,1
福井県,18,越前市,209,35.913586,136.179012,1,急ブレーキ,2
福井県,18,越前市,209,35.9177,136.243614,1,急ブレーキ,1
福井県,18,越前市,209,35.917018,136.20462,1,急ブレーキ,1
福井県,18,越前市,209,35.92543899,136.181726,1,急ブレーキ,1
福井県,18,越前市,209,35.88627799,136.16382,1,急ブレーキ,1
福井県,18,越前市,209,35.86640899,136.182171,1,急ブレーキ,1
福井県,18,越前市,209,35.907842,136.182399,1,急ブレーキ,1
福井県,18,越前市,209,35.892794,136.192498,1,急ブレーキ,1
福井県,18,越前市,209,35.92646,136.184687,1,急ブレーキ,1
福井県,18,越前市,209,35.895124,136.177033,1,急ブレーキ,1
福井県,18,越前市,209,35.907567,136.182364,1,急ブレーキ,2
福井県,18,越前市,209,35.917113,136.19741,1,急ブレーキ,1
福井県,18,越前市,209,35.92185,136.168661,1,急ブレーキ,1
福井県,18,越前市,209,35.909196,136.161943,1,急ブレーキ,1
福井県,18,越前市,209,35.872998,136.167169,1,急ブレーキ,1
福井県,18,越前市,209,35.91979099,136.179447,1,急ブレーキ,2
福井県,18,越前市,209,35.908614,136.19852,1,急ブレーキ,1
福井県,18,越前市,209,35.901483,136.16887,1,急ブレーキ,2
福井県,18,越前市,209,35.904257,136.168365,1,急ブレーキ,1
福井県,18,越前市,209,35.900795,136.148506,1,急ブレーキ,1
福井県,18,越前市,209,35.90155,136.160765,1,急ブレーキ,1
福井県,18,越前市,209,35.910641,136.177907,1,急ブレーキ,1
福井県,18,越前市,209,35.918023,136.179353,1,急ブレーキ,1
福井県,18,越前市,209,35.910111,136.189349,1,急ブレーキ,3
福井県,18,越前市,209,35.91289299,136.185122,1,急ブレーキ,1
福井県,18,越前市,209,35.913638,136.185293,1,急ブレーキ,1
福井県,18,越前市,209,35.916893,136.190784,1,急ブレーキ,1
福井県,18,越前市,209,35.909546,136.171517,1,急ブレーキ,1
福井県,18,越前市,209,35.911949,136.191781,1,急ブレーキ,1
福井県,18,越前市,209,35.924618,136.190091,1,急ブレーキ,2
福井県,18,越前市,209,35.910821,136.191895,1,急ブレーキ,1
福井県,18,越前市,209,35.924411,136.190477,1,急ブレーキ,1
福井県,18,越前市,209,35.924911,136.190428,1,急ブレーキ,1
福井県,18,越前市,209,35.885212,136.184802,1,急ブレーキ,1
福井県,18,越前市,209,35.909666,136.169848,1,急ブレーキ,3
福井県,18,越前市,209,35.905366,136.178759,1,急ブレーキ,1
福井県,18,越前市,209,35.90273899,136.17576,1,急ブレーキ,1
福井県,18,越前市,209,35.912717,136.191824,1,急ブレーキ,1
福井県,18,越前市,209,35.91111,136.190038,1,急ブレーキ,1
福井県,18,越前市,209,35.908541,136.16999,1,急ブレーキ,2
