番号,場所,Geo3x3,URL
1,長土呂町の道路,E913849897198121,https://code4fukui.github.io/vr-kunitaka/cross2.html
2,武生高等学校付近の道路,E913849885399113,https://code4fukui.github.io/vr-kunitaka/cross1.html
